plane_idx,x_cm,z_cm,weight
1,-0.034628,0.009691,0.940549
2,-0.000000,-0.000000,0.940549
3,0.034628,-0.009691,0.940549
4,0.069256,-0.019382,0.940549
0,0.046263,-0.062322,0.930942
1,0.023132,-0.031161,0.930942
2,-0.000000,0.000000,0.930942
3,-0.023132,0.031161,0.930942
4,-0.046263,0.062322,0.930942
0,0.011178,-0.012099,0.996854
1,0.005589,-0.006050,0.996854
2,0.000000,-0.000000,0.996854
3,-0.005589,0.006050,0.996854
4,-0.011178,0.012099,0.996854
0,0.016671,-0.061877,0.952644
1,0.008335,-0.030939,0.952644
2,0.000000,-0.000000,0.952644
3,-0.008335,0.030939,0.952644
4,-0.016671,0.061877,0.952644
0,0.015352,0.046545,0.972181
1,0.007676,0.023272,0.972181
2,-0.000000,-0.000000,0.972181
3,-0.007676,-0.023272,0.972181
4,-0.015352,-0.046545,0.972181
0,-0.055485,0.013259,0.962385
1,-0.027743,0.006630,0.962385
2,-0.000000,-0.000000,0.962385
3,0.027743,-0.006630,0.962385
4,0.055485,-0.013259,0.962385
0,-0.031971,-0.050516,0.958726
1,-0.015985,-0.025258,0.958726
2,-0.000000,-0.000000,0.958726
3,0.015985,0.025258,0.958726
4,0.031971,0.050516,0.958726
0,-0.077935,0.007558,0.929744
1,-0.038967,0.003779,0.929744
2,-0.000000,-0.000000,0.929744
3,0.038967,-0.003779,0.929744
4,0.077935,-0.007558,0.929744
0,-0.041974,0.055593,0.944167
1,-0.020987,0.027797,0.944167
2,0.000000,-0.000000,0.944167
3,0.020987,-0.027797,0.944167
4,0.041974,-0.055593,0.944167
0,0.080472,-0.049245,0.898988
1,0.040236,-0.024623,0.898988
2,-0.000000,-0.000000,0.898988
3,-0.040236,0.024623,0.898988
4,-0.080472,0.049245,0.898988
0,-0.055185,-0.049460,0.936939
1,-0.027593,-0.024730,0.936939
2,-0.000000,-0.000000,0.936939
3,0.027593,0.024730,0.936939
4,0.055185,0.049460,0.936939
0,-0.003987,0.028074,0.990670
1,-0.001993,0.014037,0.990670
2,-0.000000,-0.000000,0.990670
3,0.001993,-0.014037,0.990670
4,0.003987,-0.028074,0.990670
0,-0.026992,-0.030459,0.980792
1,-0.013496,-0.015229,0.980792
2,0.000000,-0.000000,0.980792
3,0.013496,0.015229,0.980792
4,0.026992,0.030459,0.980792
0,0.035116,-0.061906,0.941755
1,0.017558,-0.030953,0.941755
2,-0.000000,0.000000,0.941755
3,-0.017558,0.030953,0.941755
4,-0.035116,0.061906,0.941755
0,-0.075931,0.031697,0.922587
1,-0.037965,0.015849,0.922587
2,-0.000000,0.000000,0.922587
3,0.037965,-0.015849,0.922587
4,0.075931,-0.031697,0.922587
0,-0.041661,-0.000760,0.979869
1,-0.020831,-0.000380,0.979869
2,0.000000,0.000000,0.979869
3,0.020831,0.000380,0.979869
4,0.041661,0.000760,0.979869
0,-0.073735,-0.011608,0.936037
1,-0.036868,-0.005804,0.936037
2,-0.000000,0.000000,0.936037
3,0.036868,0.005804,0.936037
4,0.073735,0.011608,0.936037
0,-0.006249,-0.035652,0.984801
1,-0.003125,-0.017826,0.984801
2,0.000000,0.000000,0.984801
3,0.003125,0.017826,0.984801
4,0.006249,0.035652,0.984801
0,-0.031371,0.010623,0.987271
1,-0.015686,0.005312,0.987271
2,0.000000,0.000000,0.987271
3,0.015686,-0.005312,0.987271
4,0.031371,-0.010623,0.987271
0,0.050025,0.017294,0.967584
1,0.025013,0.008647,0.967584
2,-0.000000,0.000000,0.967584
3,-0.025013,-0.008647,0.967584
4,-0.050025,-0.017294,0.967584
0,0.033715,-0.084882,0.905142
1,0.016857,-0.042441,0.905142
2,0.000000,-0.000000,0.905142
3,-0.016857,0.042441,0.905142
4,-0.033715,0.084882,0.905142
0,0.069888,0.041864,0.924074
1,0.034944,0.020932,0.924074
2,-0.000000,-0.000000,0.924074
3,-0.034944,-0.020932,0.924074
4,-0.069888,-0.041864,0.924074
0,-0.010310,-0.005645,0.998399
1,-0.005155,-0.002822,0.998399
2,0.000000,-0.000000,0.998399
3,0.005155,0.002822,0.998399
4,0.010310,0.005645,0.998399
0,-0.017388,0.081574,0.920505
1,-0.008694,0.040787,0.920505
2,-0.000000,-0.000000,0.920505
3,0.008694,-0.040787,0.920505
4,0.017388,-0.081574,0.920505
0,0.017133,0.039360,0.978636
1,0.008566,0.019680,0.978636
2,0.000000,-0.000000,0.978636
3,-0.008566,-0.019680,0.978636
4,-0.017133,-0.039360,0.978636
0,0.067663,-0.052957,0.915760
1,0.033831,-0.026479,0.915760
2,-0.000000,-0.000000,0.915760
3,-0.033831,0.026479,0.915760
4,-0.067663,0.052957,0.915760
0,-0.051456,-0.036412,0.954162
1,-0.025728,-0.018206,0.954162
2,0.000000,0.000000,0.954162
3,0.025728,0.018206,0.954162
4,0.051456,0.036412,0.954162
0,0.013445,-0.045696,0.973717
1,0.006723,-0.022848,0.973717
2,0.000000,0.000000,0.973717
3,-0.006723,0.022848,0.973717
4,-0.013445,0.045696,0.973717
0,0.021953,0.072085,0.934837
1,0.010977,0.036042,0.934837
2,0.000000,-0.000000,0.934837
3,-0.010977,-0.036042,0.934837
4,-0.021953,-0.072085,0.934837
0,-0.030517,0.022031,0.983567
1,-0.015258,0.011015,0.983567
2,0.000000,-0.000000,0.983567
3,0.015258,-0.011015,0.983567
4,0.030517,-0.022031,0.983567
0,0.071988,0.055252,0.906319
1,0.035994,0.027626,0.906319
2,0.000000,-0.000000,0.906319
3,-0.035994,-0.027626,0.906319
4,-0.071988,-0.055252,0.906319
0,-0.057010,0.062606,0.918130
1,-0.028505,0.031303,0.918130
2,0.000000,0.000000,0.918130
3,0.028505,-0.031303,0.918130
4,0.057010,-0.062606,0.918130
0,-0.060009,0.031807,0.946887
1,-0.030004,0.015904,0.946887
2,0.000000,-0.000000,0.946887
3,0.030004,-0.015904,0.946887
4,0.060009,-0.031807,0.946887
0,-0.035488,0.071119,0.927652
1,-0.017744,0.035560,0.927652
2,0.000000,0.000000,0.927652
3,0.017744,-0.035560,0.927652
4,0.035488,-0.071119,0.927652
0,-0.065560,-0.039914,0.932438
1,-0.032780,-0.019957,0.932438
2,0.000000,0.000000,0.932438
3,0.032780,0.019957,0.932438
4,0.065560,0.039914,0.932438
0,0.077968,-0.025779,0.922884
1,0.038984,-0.012890,0.922884
2,0.000000,-0.000000,0.922884
3,-0.038984,0.012890,0.922884
4,-0.077968,0.025779,0.922884
0,-0.000453,0.009203,0.999017
1,-0.000226,0.004601,0.999017
2,0.000000,-0.000000,0.999017
3,0.000226,-0.004601,0.999017
4,0.000453,-0.009203,0.999017
0,0.049011,-0.067091,0.921098
1,0.024505,-0.033546,0.921098
2,0.000000,0.000000,0.921098
3,-0.024505,0.033546,0.921098
4,-0.049011,0.067091,0.921098
0,-0.078787,0.048995,0.902206
1,-0.039394,0.024498,0.902206
2,-0.000000,0.000000,0.902206
3,0.039394,-0.024498,0.902206
4,0.078787,-0.048995,0.902206
0,-0.023712,-0.019363,0.989125
1,-0.011856,-0.009682,0.989125
2,-0.000000,-0.000000,0.989125
3,0.011856,0.009682,0.989125
4,0.023712,0.019363,0.989125
0,-0.056212,0.053770,0.930642
1,-0.028106,0.026885,0.930642
2,-0.000000,0.000000,0.930642
3,0.028106,-0.026885,0.930642
4,0.056212,-0.053770,0.930642
0,0.029514,-0.046871,0.964524
1,0.014757,-0.023436,0.964524
2,-0.000000,-0.000000,0.964524
3,-0.014757,0.023436,0.964524
4,-0.029514,0.046871,0.964524
0,0.023505,-0.090931,0.899866
1,0.011753,-0.045466,0.899866
2,-0.000000,-0.000000,0.899866
3,-0.011753,0.045466,0.899866
4,-0.023505,0.090931,0.899866
0,0.013735,0.023140,0.991598
1,0.006868,0.011570,0.991598
2,0.000000,0.000000,0.991598
3,-0.006868,-0.011570,0.991598
4,-0.013735,-0.023140,0.991598
0,0.004002,-0.086756,0.913985
1,0.002001,-0.043378,0.913985
2,0.000000,-0.000000,0.913985
3,-0.002001,0.043378,0.913985
4,-0.004002,0.086756,0.913985
0,0.047314,-0.013789,0.971875
1,0.023657,-0.006894,0.971875
2,0.000000,-0.000000,0.971875
3,-0.023657,0.006894,0.971875
4,-0.047314,0.013789,0.971875
0,-0.039139,-0.006675,0.981717
1,-0.019570,-0.003337,0.981717
2,0.000000,-0.000000,0.981717
3,0.019570,0.003337,0.981717
4,0.039139,0.006675,0.981717
0,-0.057600,-0.058073,0.923478
1,-0.028800,-0.029036,0.923478
2,-0.000000,-0.000000,0.923478
3,0.028800,0.029036,0.923478
4,0.057600,0.058073,0.923478
0,-0.083247,0.008932,0.919911
1,-0.041624,0.004466,0.919911
2,-0.000000,0.000000,0.919911
3,0.041624,-0.004466,0.919911
4,0.083247,-0.008932,0.919911
0,0.072066,-0.010573,0.939044
1,0.036033,-0.005286,0.939044
2,0.000000,0.000000,0.939044
3,-0.036033,0.005286,0.939044
4,-0.072066,0.010573,0.939044
0,-0.063473,0.020594,0.948703
1,-0.031737,0.010297,0.948703
2,0.000000,0.000000,0.948703
3,0.031737,-0.010297,0.948703
4,0.063473,-0.020594,0.948703
0,-0.001374,0.086221,0.915166
1,-0.000687,0.043111,0.915166
2,-0.000000,0.000000,0.915166
3,0.000687,-0.043111,0.915166
4,0.001374,-0.086221,0.915166
0,-0.065677,0.037656,0.934237
1,-0.032838,0.018828,0.934237
2,0.000000,-0.000000,0.934237
3,0.032838,-0.018828,0.934237
4,0.065677,-0.037656,0.934237
0,-0.029096,0.063502,0.943866
1,-0.014548,0.031751,0.943866
2,0.000000,0.000000,0.943866
3,0.014548,-0.031751,0.943866
4,0.029096,-0.063502,0.943866
0,0.083038,-0.018101,0.917536
1,0.041519,-0.009050,0.917536
2,-0.000000,-0.000000,0.917536
3,-0.041519,0.009050,0.917536
4,-0.083038,0.018101,0.917536
0,-0.019057,0.029894,0.985419
1,-0.009529,0.014947,0.985419
2,0.000000,0.000000,0.985419
3,0.009529,-0.014947,0.985419
4,0.019057,-0.029894,0.985419
0,0.086445,0.024545,0.908083
1,0.043223,0.012273,0.908083
2,-0.000000,-0.000000,0.908083
3,-0.043223,-0.012273,0.908083
4,-0.086445,-0.024545,0.908083
0,0.062330,-0.027945,0.946282
1,0.031165,-0.013973,0.946282
2,0.000000,-0.000000,0.946282
3,-0.031165,0.013973,0.946282
4,-0.062330,0.027945,0.946282
0,-0.077569,-0.018807,0.927055
1,-0.038784,-0.009404,0.927055
2,-0.000000,-0.000000,0.927055
3,0.038784,0.009404,0.927055
4,0.077569,0.018807,0.927055
0,-0.005100,0.082285,0.922289
1,-0.002550,0.041142,0.922289
2,0.000000,-0.000000,0.922289
3,0.002550,-0.041142,0.922289
4,0.005100,-0.082285,0.922289
0,-0.004127,0.001132,0.999788
1,-0.002063,0.000566,0.999788
2,-0.000000,0.000000,0.999788
3,0.002063,-0.000566,0.999788
4,0.004127,-0.001132,0.999788
0,0.001353,-0.058529,0.960403
1,0.000677,-0.029265,0.960403
2,-0.000000,0.000000,0.960403
3,-0.000677,0.029265,0.960403
4,-0.001353,0.058529,0.960403
0,0.061598,0.042000,0.936188
1,0.030799,0.021000,0.936188
2,0.000000,-0.000000,0.936188
3,-0.030799,-0.021000,0.936188
4,-0.061598,-0.042000,0.936188
0,-0.018278,-0.070789,0.938593
1,-0.009139,-0.035395,0.938593
2,0.000000,0.000000,0.938593
3,0.009139,0.035395,0.938593
4,0.018278,0.070789,0.938593
0,-0.051373,-0.043055,0.948249
1,-0.025686,-0.021528,0.948249
2,0.000000,-0.000000,0.948249
3,0.025686,0.021528,0.948249
4,0.051373,0.043055,0.948249
0,0.006230,-0.038354,0.982488
1,0.003115,-0.019177,0.982488
2,0.000000,-0.000000,0.982488
3,-0.003115,0.019177,0.982488
4,-0.006230,0.038354,0.982488
0,0.039430,-0.071196,0.924222
1,0.019715,-0.035598,0.924222
2,-0.000000,-0.000000,0.924222
3,-0.019715,0.035598,0.924222
4,-0.039430,0.071196,0.924222
0,0.007169,0.008571,0.998554
1,0.003584,0.004285,0.998554
2,-0.000000,0.000000,0.998554
3,-0.003584,-0.004285,0.998554
4,-0.007169,-0.008571,0.998554
0,-0.009544,-0.082778,0.920653
1,-0.004772,-0.041389,0.920653
2,0.000000,-0.000000,0.920653
3,0.004772,0.041389,0.920653
4,0.009544,0.082778,0.920653
0,-0.071206,-0.031948,0.930193
1,-0.035603,-0.015974,0.930193
2,-0.000000,-0.000000,0.930193
3,0.035603,0.015974,0.930193
4,0.071206,0.031948,0.930193
0,-0.084154,0.016956,0.915909
1,-0.042077,0.008478,0.915909
2,0.000000,-0.000000,0.915909
3,0.042077,-0.008478,0.915909
4,0.084154,-0.016956,0.915909
0,0.036463,-0.083019,0.906465
1,0.018231,-0.041510,0.906465
2,0.000000,-0.000000,0.906465
3,-0.018231,0.041510,0.906465
4,-0.036463,0.083019,0.906465
0,-0.068849,-0.008508,0.944621
1,-0.034424,-0.004254,0.944621
2,-0.000000,-0.000000,0.944621
3,0.034424,0.004254,0.944621
4,0.068849,0.008508,0.944621
0,-0.013531,-0.012443,0.996081
1,-0.006766,-0.006221,0.996081
2,-0.000000,-0.000000,0.996081
3,0.006766,0.006221,0.996081
4,0.013531,0.012443,0.996081
0,-0.056260,0.047818,0.937389
1,-0.028130,0.023909,0.937389
2,-0.000000,0.000000,0.937389
3,0.028130,-0.023909,0.937389
4,0.056260,-0.047818,0.937389
0,0.034240,-0.004222,0.986190
1,0.017120,-0.002111,0.986190
2,-0.000000,0.000000,0.986190
3,-0.017120,0.002111,0.986190
4,-0.034240,0.004222,0.986190
0,-0.016501,0.065781,0.947038
1,-0.008250,0.032891,0.947038
2,0.000000,-0.000000,0.947038
3,0.008250,-0.032891,0.947038
4,0.016501,-0.065781,0.947038
0,0.025785,0.009959,0.991134
1,0.012893,0.004980,0.991134
2,0.000000,0.000000,0.991134
3,-0.012893,-0.004980,0.991134
4,-0.025785,-0.009959,0.991134
0,-0.021572,0.053438,0.961622
1,-0.010786,0.026719,0.961622
2,-0.000000,0.000000,0.961622
3,0.010786,-0.026719,0.961622
4,0.021572,-0.053438,0.961622
0,-0.016307,0.091262,0.902355
1,-0.008154,0.045631,0.902355
2,0.000000,-0.000000,0.902355
3,0.008154,-0.045631,0.902355
4,0.016307,-0.091262,0.902355
0,0.012107,-0.087153,0.911770
1,0.006054,-0.043577,0.911770
2,0.000000,0.000000,0.911770
3,-0.006054,0.043577,0.911770
4,-0.012107,0.087153,0.911770
0,-0.036652,0.054678,0.950066
1,-0.018326,0.027339,0.950066
2,-0.000000,-0.000000,0.950066
3,0.018326,-0.027339,0.950066
4,0.036652,-0.054678,0.950066
0,0.074192,-0.059299,0.897673
1,0.037096,-0.029650,0.897673
2,0.000000,-0.000000,0.897673
3,-0.037096,0.029650,0.897673
4,-0.074192,0.059299,0.897673
0,-0.061588,-0.042644,0.935587
1,-0.030794,-0.021322,0.935587
2,-0.000000,0.000000,0.935587
3,0.030794,0.021322,0.935587
4,0.061588,0.042644,0.935587
0,0.010011,-0.035353,0.984339
1,0.005005,-0.017676,0.984339
2,-0.000000,-0.000000,0.984339
3,-0.005005,0.017676,0.984339
4,-0.010011,0.035353,0.984339
0,-0.090369,0.001351,0.907054
1,-0.045185,0.000676,0.907054
2,-0.000000,-0.000000,0.907054
3,0.045185,-0.000676,0.907054
4,0.090369,-0.001351,0.907054
0,0.053624,-0.065019,0.918872
1,0.026812,-0.032510,0.918872
2,0.000000,-0.000000,0.918872
3,-0.026812,0.032510,0.918872
4,-0.053624,0.065019,0.918872
0,-0.062475,0.070032,0.900012
1,-0.031238,0.035016,0.900012
2,-0.000000,0.000000,0.900012
3,0.031238,-0.035016,0.900012
4,0.062475,-0.070032,0.900012
0,0.031302,-0.059719,0.947643
1,0.015651,-0.029859,0.947643
2,0.000000,0.000000,0.947643
3,-0.015651,0.029859,0.947643
4,-0.031302,0.059719,0.947643
0,-0.031981,0.055653,0.952493
1,-0.015991,0.027826,0.952493
2,0.000000,0.000000,0.952493
3,0.015991,-0.027826,0.952493
4,0.031981,-0.055653,0.952493
0,-0.061678,-0.034178,0.942810
1,-0.030839,-0.017089,0.942810
2,-0.000000,-0.000000,0.942810
3,0.030839,0.017089,0.942810
4,0.061678,0.034178,0.942810
0,0.078914,0.027733,0.920058
1,0.039457,0.013866,0.920058
2,-0.000000,0.000000,0.920058
3,-0.039457,-0.013866,0.920058
4,-0.078914,-0.027733,0.920058
0,-0.000359,0.043389,0.978175
1,-0.000179,0.021694,0.978175
2,0.000000,-0.000000,0.978175
3,0.000179,-0.021694,0.978175
4,0.000359,-0.043389,0.978175
0,-0.069515,-0.021440,0.939194
1,-0.034757,-0.010720,0.939194
2,0.000000,-0.000000,0.939194
3,0.034757,0.010720,0.939194
4,0.069515,0.021440,0.939194
0,0.066059,0.008710,0.948855
1,0.033029,0.004355,0.948855
2,-0.000000,0.000000,0.948855
3,-0.033029,-0.004355,0.948855
4,-0.066059,-0.008710,0.948855
0,0.004849,0.024099,0.992989
1,0.002425,0.012049,0.992989
2,0.000000,-0.000000,0.992989
3,-0.002425,-0.012049,0.992989
4,-0.004849,-0.024099,0.992989
0,-0.011014,0.074812,0.934388
1,-0.005507,0.037406,0.934388
2,-0.000000,-0.000000,0.934388
3,0.005507,-0.037406,0.934388
4,0.011014,-0.074812,0.934388
0,0.094233,0.005863,0.898841
1,0.047116,0.002932,0.898841
2,0.000000,-0.000000,0.898841
3,-0.047116,-0.002932,0.898841
4,-0.094233,-0.005863,0.898841
0,-0.026674,-0.010288,0.990516
1,-0.013337,-0.005144,0.990516
2,-0.000000,0.000000,0.990516
3,0.013337,0.005144,0.990516
4,0.026674,0.010288,0.990516
0,0.010157,-0.040576,0.979714
1,0.005079,-0.020288,0.979714
2,-0.000000,-0.000000,0.979714
3,-0.005079,0.020288,0.979714
4,-0.010157,0.040576,0.979714
0,0.023714,0.067797,0.940700
1,0.011857,0.033898,0.940700
2,0.000000,0.000000,0.940700
3,-0.011857,-0.033898,0.940700
4,-0.023714,-0.067797,0.940700
0,-0.072979,0.026176,0.931090
1,-0.036489,0.013088,0.931090
2,0.000000,0.000000,0.931090
3,0.036489,-0.013088,0.931090
4,0.072979,-0.026176,0.931090
0,0.001395,0.094827,0.897965
1,0.000698,0.047414,0.897965
2,0.000000,0.000000,0.897965
3,-0.000698,-0.047414,0.897965
4,-0.001395,-0.094827,0.897965
0,-0.031170,0.073930,0.926310
1,-0.015585,0.036965,0.926310
2,0.000000,0.000000,0.926310
3,0.015585,-0.036965,0.926310
4,0.031170,-0.073930,0.926310
0,-0.027275,-0.054068,0.957661
1,-0.013637,-0.027034,0.957661
2,-0.000000,-0.000000,0.957661
3,0.013637,0.027034,0.957661
4,0.027275,0.054068,0.957661
0,-0.064908,-0.034042,0.938292
1,-0.032454,-0.017021,0.938292
2,0.000000,-0.000000,0.938292
3,0.032454,0.017021,0.938292
4,0.064908,0.034042,0.938292
0,-0.088203,0.012208,0.909705
1,-0.044101,0.006104,0.909705
2,0.000000,0.000000,0.909705
3,0.044101,-0.006104,0.909705
4,0.088203,-0.012208,0.909705
0,-0.027137,0.045591,0.967431
1,-0.013568,0.022795,0.967431
2,0.000000,0.000000,0.967431
3,0.013568,-0.022795,0.967431
4,0.027137,-0.045591,0.967431
0,-0.062611,-0.013164,0.952796
1,-0.031305,-0.006582,0.952796
2,0.000000,-0.000000,0.952796
3,0.031305,0.006582,0.952796
4,0.062611,0.013164,0.952796
0,-0.029623,0.086472,0.904996
1,-0.014812,0.043236,0.904996
2,0.000000,-0.000000,0.904996
3,0.014812,-0.043236,0.904996
4,0.029623,-0.086472,0.904996
0,0.044437,0.081853,0.901475
1,0.022219,0.040926,0.901475
2,0.000000,-0.000000,0.901475
3,-0.022219,-0.040926,0.901475
4,-0.044437,-0.081853,0.901475
0,0.028489,0.013863,0.988353
1,0.014244,0.006931,0.988353
2,-0.000000,0.000000,0.988353
3,-0.014244,-0.006931,0.988353
4,-0.028489,-0.013863,0.988353
0,0.085796,-0.021475,0.910884
1,0.042898,-0.010738,0.910884
2,0.000000,-0.000000,0.910884
3,-0.042898,0.010738,0.910884
4,-0.085796,0.021475,0.910884
0,0.021655,-0.047323,0.968655
1,0.010828,-0.023661,0.968655
2,0.000000,0.000000,0.968655
3,-0.010828,0.023661,0.968655
4,-0.021655,0.047323,0.968655
0,-0.014665,-0.034855,0.983413
1,-0.007332,-0.017428,0.983413
2,-0.000000,-0.000000,0.983413
3,0.007332,0.017428,0.983413
4,0.014665,0.034855,0.983413
0,-0.070095,0.057750,0.906170
1,-0.035047,0.028875,0.906170
2,0.000000,-0.000000,0.906170
3,0.035047,-0.028875,0.906170
4,0.070095,-0.057750,0.906170
0,0.060392,-0.053820,0.925117
1,0.030196,-0.026910,0.925117
2,0.000000,-0.000000,0.925117
3,-0.030196,0.026910,0.925117
4,-0.060392,0.053820,0.925117
0,0.068231,0.058136,0.908525
1,0.034115,0.029068,0.908525
2,0.000000,0.000000,0.908525
3,-0.034115,-0.029068,0.908525
4,-0.068231,-0.058136,0.908525
0,-0.062518,-0.049216,0.927503
1,-0.031259,-0.024608,0.927503
2,0.000000,-0.000000,0.927503
3,0.031259,0.024608,0.927503
4,0.062518,0.049216,0.927503
0,0.009304,-0.026536,0.990825
1,0.004652,-0.013268,0.990825
2,0.000000,-0.000000,0.990825
3,-0.004652,0.013268,0.990825
4,-0.009304,0.026536,0.990825
0,-0.087137,-0.004041,0.913245
1,-0.043568,-0.002020,0.913245
2,-0.000000,-0.000000,0.913245
3,0.043568,0.002020,0.913245
4,0.087137,0.004041,0.913245
0,0.015691,0.062879,0.951582
1,0.007845,0.031439,0.951582
2,0.000000,-0.000000,0.951582
3,-0.007845,-0.031439,0.951582
4,-0.015691,-0.062879,0.951582
0,0.075320,-0.015213,0.932289
1,0.037660,-0.007607,0.932289
2,-0.000000,0.000000,0.932289
3,-0.037660,0.007607,0.932289
4,-0.075320,0.015213,0.932289
0,0.007522,-0.057368,0.961319
1,0.003761,-0.028684,0.961319
2,0.000000,-0.000000,0.961319
3,-0.003761,0.028684,0.961319
4,-0.007522,0.057368,0.961319
0,-0.019958,0.062940,0.949763
1,-0.009979,0.031470,0.949763
2,0.000000,-0.000000,0.949763
3,0.009979,-0.031470,0.949763
4,0.019958,-0.062940,0.949763
0,0.018412,0.013615,0.993917
1,0.009206,0.006808,0.993917
2,0.000000,-0.000000,0.993917
3,-0.009206,-0.006808,0.993917
4,-0.018412,-0.013615,0.993917
0,0.085529,-0.005258,0.916205
1,0.042764,-0.002629,0.916205
2,-0.000000,0.000000,0.916205
3,-0.042764,0.002629,0.916205
4,-0.085529,0.005258,0.916205
0,0.029759,-0.036652,0.974177
1,0.014880,-0.018326,0.974177
2,0.000000,0.000000,0.974177
3,-0.014880,0.018326,0.974177
4,-0.029759,0.036652,0.974177
0,0.066706,-0.018336,0.944922
1,0.033353,-0.009168,0.944922
2,0.000000,-0.000000,0.944922
3,-0.033353,0.009168,0.944922
4,-0.066706,0.018336,0.944922
0,0.005909,0.055194,0.964372
1,0.002954,0.027597,0.964372
2,-0.000000,-0.000000,0.964372
3,-0.002954,-0.027597,0.964372
4,-0.005909,-0.055194,0.964372
0,-0.002557,-0.017457,0.996390
1,-0.001278,-0.008729,0.996390
2,-0.000000,0.000000,0.996390
3,0.001278,0.008729,0.996390
4,0.002557,0.017457,0.996390
0,-0.051189,0.044188,0.947341
1,-0.025594,0.022094,0.947341
2,0.000000,-0.000000,0.947341
3,0.025594,-0.022094,0.947341
4,0.051189,-0.044188,0.947341
0,-0.018688,0.076995,0.928101
1,-0.009344,0.038497,0.928101
2,0.000000,0.000000,0.928101
3,0.009344,-0.038497,0.928101
4,0.018688,-0.076995,0.928101
0,0.070054,-0.042380,0.923330
1,0.035027,-0.021190,0.923330
2,0.000000,0.000000,0.923330
3,-0.035027,0.021190,0.923330
4,-0.070054,0.042380,0.923330
0,-0.064298,0.067776,0.900889
1,-0.032149,0.033888,0.900889
2,0.000000,-0.000000,0.900889
3,0.032149,-0.033888,0.900889
4,0.064298,-0.067776,0.900889
0,-0.008104,-0.075360,0.934087
1,-0.004052,-0.037680,0.934087
2,-0.000000,-0.000000,0.934087
3,0.004052,0.037680,0.934087
4,0.008104,0.075360,0.934087
0,0.038455,0.002097,0.982796
1,0.019228,0.001049,0.982796
2,0.000000,0.000000,0.982796
3,-0.019228,-0.001049,0.982796
4,-0.038455,-0.002097,0.982796
0,0.022071,0.078166,0.924520
1,0.011035,0.039083,0.924520
2,0.000000,-0.000000,0.924520
3,-0.011035,-0.039083,0.924520
4,-0.022071,-0.078166,0.924520
0,0.001097,-0.035622,0.985265
1,0.000548,-0.017811,0.985265
2,-0.000000,0.000000,0.985265
3,-0.000548,0.017811,0.985265
4,-0.001097,0.035622,0.985265
0,0.044164,-0.024457,0.970494
1,0.022082,-0.012229,0.970494
2,-0.000000,0.000000,0.970494
3,-0.022082,0.012229,0.970494
4,-0.044164,0.024457,0.970494
0,0.002583,-0.002232,0.999865
1,0.001291,-0.001116,0.999865
2,-0.000000,-0.000000,0.999865
3,-0.001291,0.001116,0.999865
4,-0.002583,0.002232,0.999865
0,-0.062612,-0.018786,0.950748
1,-0.031306,-0.009393,0.950748
2,-0.000000,0.000000,0.950748
3,0.031306,0.009393,0.950748
4,0.062612,0.018786,0.950748
0,-0.015933,-0.013563,0.994922
1,-0.007966,-0.006781,0.994922
2,-0.000000,0.000000,0.994922
3,0.007966,0.006781,0.994922
4,0.015933,0.013563,0.994922
0,-0.034292,0.077976,0.917166
1,-0.017146,0.038988,0.917166
2,-0.000000,0.000000,0.917166
3,0.017146,-0.038988,0.917166
4,0.034292,-0.077976,0.917166
0,0.022749,-0.057702,0.955607
1,0.011374,-0.028851,0.955607
2,-0.000000,0.000000,0.955607
3,-0.011374,0.028851,0.955607
4,-0.022749,0.057702,0.955607
0,0.020689,-0.038746,0.977636
1,0.010345,-0.019373,0.977636
2,-0.000000,-0.000000,0.977636
3,-0.010345,0.019373,0.977636
4,-0.020689,0.038746,0.977636
0,0.088812,0.002798,0.910070
1,0.044406,0.001399,0.910070
2,-0.000000,-0.000000,0.910070
3,-0.044406,-0.001399,0.910070
4,-0.088812,-0.002798,0.910070
0,-0.078680,0.000573,0.929071
1,-0.039340,0.000287,0.929071
2,-0.000000,-0.000000,0.929071
3,0.039340,-0.000287,0.929071
4,0.078680,-0.000573,0.929071
0,-0.044580,-0.019186,0.972719
1,-0.022290,-0.009593,0.972719
2,-0.000000,-0.000000,0.972719
3,0.022290,0.009593,0.972719
4,0.044580,0.019186,0.972719
0,0.018759,0.033931,0.982565
1,0.009379,0.016965,0.982565
2,-0.000000,-0.000000,0.982565
3,-0.009379,-0.016965,0.982565
4,-0.018759,-0.033931,0.982565
0,0.058623,0.059160,0.920729
1,0.029312,0.029580,0.920729
2,0.000000,-0.000000,0.920729
3,-0.029312,-0.029580,0.920729
4,-0.058623,-0.059160,0.920729
0,0.080264,-0.046892,0.901841
1,0.040132,-0.023446,0.901841
2,-0.000000,-0.000000,0.901841
3,-0.040132,0.023446,0.901841
4,-0.080264,0.046892,0.901841
0,-0.052867,-0.049367,0.939871
1,-0.026434,-0.024683,0.939871
2,-0.000000,0.000000,0.939871
3,0.026434,0.024683,0.939871
4,0.052867,0.049367,0.939871
0,0.023754,0.061769,0.949536
1,0.011877,0.030885,0.949536
2,0.000000,0.000000,0.949536
3,-0.011877,-0.030885,0.949536
4,-0.023754,-0.061769,0.949536
0,0.063620,-0.057578,0.915980
1,0.031810,-0.028789,0.915980
2,0.000000,0.000000,0.915980
3,-0.031810,0.028789,0.915980
4,-0.063620,0.057578,0.915980
0,0.000370,-0.047422,0.973947
1,0.000185,-0.023711,0.973947
