plane_idx,x_cm,z_cm,weight
4,0.015145,0.012389,0.995560
0,-0.032635,0.078334,0.917778
1,-0.016317,0.039167,0.917778
2,0.000000,0.000000,0.917778
3,0.016317,-0.039167,0.917778
4,0.032635,-0.078334,0.917778
0,-0.042862,-0.084076,0.898934
1,-0.021431,-0.042038,0.898934
2,0.000000,-0.000000,0.898934
3,0.021431,0.042038,0.898934
4,0.042862,0.084076,0.898934
0,-0.053619,0.051202,0.936883
1,-0.026810,0.025601,0.936883
2,0.000000,0.000000,0.936883
3,0.026810,-0.025601,0.936883
4,0.053619,-0.051202,0.936883
0,0.034574,-0.006312,0.985670
1,0.017287,-0.003156,0.985670
2,-0.000000,0.000000,0.985670
3,-0.017287,0.003156,0.985670
4,-0.034574,0.006312,0.985670
0,0.023766,-0.044145,0.970897
1,0.011883,-0.022073,0.970897
2,-0.000000,0.000000,0.970897
3,-0.011883,0.022073,0.970897
4,-0.023766,0.044145,0.970897
0,0.050076,0.058440,0.932082
1,0.025038,0.029220,0.932082
2,-0.000000,0.000000,0.932082
3,-0.025038,-0.029220,0.932082
4,-0.050076,-0.058440,0.932082
0,0.056112,-0.043840,0.941697
1,0.028056,-0.021920,0.941697
2,0.000000,0.000000,0.941697
3,-0.028056,0.021920,0.941697
4,-0.056112,0.043840,0.941697
0,0.007029,-0.087510,0.912155
1,0.003515,-0.043755,0.912155
2,0.000000,-0.000000,0.912155
3,-0.003515,0.043755,0.912155
4,-0.007029,0.087510,0.912155
0,-0.044182,0.048436,0.950464
1,-0.022091,0.024218,0.950464
2,-0.000000,0.000000,0.950464
3,0.022091,-0.024218,0.950464
4,0.044182,-0.048436,0.950464
0,0.012104,0.076526,0.931185
1,0.006052,0.038263,0.931185
2,-0.000000,0.000000,0.931185
3,-0.006052,-0.038263,0.931185
4,-0.012104,-0.076526,0.931185
0,-0.021319,-0.002874,0.994632
1,-0.010660,-0.001437,0.994632
2,0.000000,-0.000000,0.994632
3,0.010660,0.001437,0.994632
4,0.021319,0.002874,0.994632
0,-0.012097,-0.061038,0.955321
1,-0.006049,-0.030519,0.955321
2,0.000000,-0.000000,0.955321
3,0.006049,0.030519,0.955321
4,0.012097,0.061038,0.955321
0,0.007845,-0.035405,0.984744
1,0.003922,-0.017703,0.984744
2,0.000000,-0.000000,0.984744
3,-0.003922,0.017703,0.984744
4,-0.007845,0.035405,0.984744
0,-0.089947,0.006563,0.907440
1,-0.044973,0.003281,0.907440
2,-0.000000,0.000000,0.907440
3,0.044973,-0.003281,0.907440
4,0.089947,-0.006563,0.907440
0,0.079681,-0.008931,0.926403
1,0.039841,-0.004466,0.926403
2,-0.000000,0.000000,0.926403
3,-0.039841,0.004466,0.926403
4,-0.079681,0.008931,0.926403
0,-0.004447,0.088886,0.909796
1,-0.002223,0.044443,0.909796
2,0.000000,-0.000000,0.909796
3,0.002223,-0.044443,0.909796
4,0.004447,-0.088886,0.909796
0,0.039666,-0.054202,0.948041
1,0.019833,-0.027101,0.948041
2,0.000000,-0.000000,0.948041
3,-0.019833,0.027101,0.948041
4,-0.039666,0.054202,0.948041
0,-0.023217,0.059549,0.952891
1,-0.011609,0.029774,0.952891
2,-0.000000,0.000000,0.952891
3,0.011609,-0.029774,0.952891
4,0.023217,-0.059549,0.952891
0,-0.048747,-0.002053,0.972431
1,-0.024373,-0.001026,0.972431
2,-0.000000,0.000000,0.972431
3,0.024373,0.001026,0.972431
4,0.048747,0.002053,0.972431
0,-0.063093,-0.030929,0.943206
1,-0.031547,-0.015465,0.943206
2,0.000000,0.000000,0.943206
3,0.031547,0.015465,0.943206
4,0.063093,0.030929,0.943206
0,0.035864,0.073183,0.924018
1,0.017932,0.036592,0.924018
2,-0.000000,-0.000000,0.924018
3,-0.017932,-0.036592,0.924018
4,-0.035864,-0.073183,0.924018
0,0.080006,0.023677,0.920450
1,0.040003,0.011838,0.920450
2,-0.000000,0.000000,0.920450
3,-0.040003,-0.011838,0.920450
4,-0.080006,-0.023677,0.920450
0,0.054652,-0.023780,0.958974
1,0.027326,-0.011890,0.958974
2,0.000000,0.000000,0.958974
3,-0.027326,0.011890,0.958974
4,-0.054652,0.023780,0.958974
0,0.001803,0.042948,0.978579
1,0.000901,0.021474,0.978579
2,-0.000000,-0.000000,0.978579
3,-0.000901,-0.021474,0.978579
4,-0.001803,-0.042948,0.978579
0,-0.082362,0.032099,0.910975
1,-0.041181,0.016050,0.910975
2,-0.000000,-0.000000,0.910975
3,0.041181,-0.016050,0.910975
4,0.082362,-0.032099,0.910975
0,0.066363,0.000791,0.949252
1,0.033182,0.000395,0.949252
2,-0.000000,-0.000000,0.949252
3,-0.033182,-0.000395,0.949252
4,-0.066363,-0.000791,0.949252
0,0.007455,0.022666,0.993395
1,0.003727,0.011333,0.993395
2,-0.000000,-0.000000,0.993395
3,-0.003727,-0.011333,0.993395
4,-0.007455,-0.022666,0.993395
0,-0.036679,0.008732,0.983509
1,-0.018340,0.004366,0.983509
2,-0.000000,0.000000,0.983509
3,0.018340,-0.004366,0.983509
4,0.036679,-0.008732,0.983509
0,0.050924,0.023086,0.963856
1,0.025462,0.011543,0.963856
2,-0.000000,-0.000000,0.963856
3,-0.025462,-0.011543,0.963856
4,-0.050924,-0.023086,0.963856
0,-0.041061,0.019360,0.976117
1,-0.020531,0.009680,0.976117
2,0.000000,-0.000000,0.976117
3,0.020531,-0.009680,0.976117
4,0.041061,-0.019360,0.976117
0,-0.067642,0.006501,0.946830
1,-0.033821,0.003251,0.946830
2,-0.000000,-0.000000,0.946830
3,0.033821,-0.003251,0.946830
4,0.067642,-0.006501,0.946830
0,0.027893,0.041340,0.971204
1,0.013947,0.020670,0.971204
2,-0.000000,0.000000,0.971204
3,-0.013947,-0.020670,0.971204
4,-0.027893,-0.041340,0.971204
0,0.038097,-0.013539,0.981043
1,0.019049,-0.006769,0.981043
2,-0.000000,-0.000000,0.981043
3,-0.019049,0.006769,0.981043
4,-0.038097,0.013539,0.981043
0,-0.054891,-0.018062,0.961413
1,-0.027446,-0.009031,0.961413
2,0.000000,-0.000000,0.961413
3,0.027446,0.009031,0.961413
4,0.054891,0.018062,0.961413
0,0.016571,-0.038986,0.979195
1,0.008286,-0.019493,0.979195
2,0.000000,-0.000000,0.979195
3,-0.008286,0.019493,0.979195
4,-0.016571,0.038986,0.979195
0,-0.092234,-0.010284,0.902153
1,-0.046117,-0.005142,0.902153
2,0.000000,-0.000000,0.902153
3,0.046117,0.005142,0.902153
4,0.092234,0.010284,0.902153
0,0.078479,0.040022,0.911566
1,0.039239,0.020011,0.911566
2,-0.000000,0.000000,0.911566
3,-0.039239,-0.020011,0.911566
4,-0.078479,-0.040022,0.911566
0,-0.045174,0.072758,0.916297
1,-0.022587,0.036379,0.916297
2,0.000000,-0.000000,0.916297
3,0.022587,-0.036379,0.916297
4,0.045174,-0.072759,0.916297
0,0.037076,-0.065232,0.935382
1,0.018538,-0.032616,0.935382
2,0.000000,-0.000000,0.935382
3,-0.018538,0.032616,0.935382
4,-0.037076,0.065232,0.935382
0,0.023418,0.028635,0.984126
1,0.011709,0.014318,0.984126
2,0.000000,0.000000,0.984126
3,-0.011709,-0.014318,0.984126
4,-0.023418,-0.028635,0.984126
0,-0.063808,0.026573,0.945017
1,-0.031904,0.013286,0.945017
2,-0.000000,-0.000000,0.945017
3,0.031904,-0.013286,0.945017
4,0.063808,-0.026573,0.945017
0,0.022654,0.081291,0.918669
1,0.011327,0.040645,0.918669
2,0.000000,-0.000000,0.918669
3,-0.011327,-0.040645,0.918669
4,-0.022654,-0.081291,0.918669
0,0.034884,0.028120,0.976733
1,0.017442,0.014060,0.976733
2,0.000000,0.000000,0.976733
3,-0.017442,-0.014060,0.976733
4,-0.034884,-0.028120,0.976733
0,-0.068780,-0.026192,0.937784
1,-0.034390,-0.013096,0.937784
2,-0.000000,0.000000,0.937784
3,0.034390,0.013096,0.937784
4,0.068780,0.026192,0.937784
0,0.020698,-0.026960,0.986596
1,0.010349,-0.013480,0.986596
2,0.000000,0.000000,0.986596
3,-0.010349,0.013480,0.986596
4,-0.020698,0.026960,0.986596
0,0.075746,-0.023057,0.928194
1,0.037873,-0.011529,0.928194
2,-0.000000,-0.000000,0.928194
3,-0.037873,0.011529,0.928194
4,-0.075746,0.023057,0.928194
0,-0.064115,0.050838,0.923422
1,-0.032057,0.025419,0.923422
2,0.000000,-0.000000,0.923422
3,0.032057,-0.025419,0.923422
4,0.064115,-0.050838,0.923422
0,0.013960,-0.001241,0.997723
1,0.006980,-0.000620,0.997723
2,-0.000000,0.000000,0.997723
3,-0.006980,0.000620,0.997723
4,-0.013960,0.001241,0.997723
0,0.053993,0.076185,0.900982
1,0.026997,0.038093,0.900982
2,0.000000,0.000000,0.900982
3,-0.026997,-0.038093,0.900982
4,-0.053993,-0.076185,0.900982
0,0.059923,0.035964,0.943809
1,0.029961,0.017982,0.943809
2,0.000000,0.000000,0.943809
3,-0.029961,-0.017982,0.943809
4,-0.059923,-0.035964,0.943809
0,-0.064763,-0.068835,0.898641
1,-0.032382,-0.034418,0.898641
2,-0.000000,-0.000000,0.898641
3,0.032381,0.034418,0.898641
4,0.064763,0.068835,0.898641
0,0.007093,0.073980,0.936582
1,0.003546,0.036990,0.936582
2,0.000000,-0.000000,0.936582
3,-0.003546,-0.036990,0.936582
4,-0.007093,-0.073980,0.936582
0,-0.087482,0.001010,0.912746
1,-0.043741,0.000505,0.912746
2,-0.000000,-0.000000,0.912746
3,0.043741,-0.000505,0.912746
4,0.087482,-0.001010,0.912746
0,0.019405,0.062196,0.951071
1,0.009703,0.031098,0.951071
2,-0.000000,0.000000,0.951071
3,-0.009703,-0.031098,0.951071
4,-0.019405,-0.062196,0.951071
0,-0.069699,0.015469,0.941395
1,-0.034849,0.007734,0.941395
2,-0.000000,-0.000000,0.941395
3,0.034849,-0.007734,0.941395
4,0.069699,-0.015469,0.941395
0,0.074584,0.035199,0.922233
1,0.037292,0.017600,0.922233
2,-0.000000,-0.000000,0.922233
3,-0.037292,-0.017600,0.922233
4,-0.074584,-0.035199,0.922233
0,0.013548,0.081598,0.921785
1,0.006774,0.040799,0.921785
2,-0.000000,0.000000,0.921785
3,-0.006774,-0.040799,0.921785
4,-0.013548,-0.081598,0.921785
0,-0.063098,0.033997,0.940944
1,-0.031549,0.016999,0.940944
2,-0.000000,0.000000,0.940944
3,0.031549,-0.016999,0.940944
4,0.063098,-0.033997,0.940944
0,-0.050631,0.004084,0.970130
1,-0.025316,0.002042,0.970130
2,-0.000000,0.000000,0.970130
3,0.025316,-0.002042,0.970130
4,0.050631,-0.004084,0.970130
0,-0.030861,-0.070972,0.931334
1,-0.015430,-0.035486,0.931334
2,0.000000,0.000000,0.931334
3,0.015430,0.035486,0.931334
4,0.030861,0.070972,0.931334
0,-0.022203,0.028439,0.984898
1,-0.011102,0.014219,0.984898
2,-0.000000,-0.000000,0.984898
3,0.011102,-0.014219,0.984898
4,0.022203,-0.028439,0.984898
0,0.083949,0.032754,0.907586
1,0.041974,0.016377,0.907586
2,0.000000,-0.000000,0.907586
3,-0.041974,-0.016377,0.907586
4,-0.083949,-0.032754,0.907586
0,0.024964,-0.068753,0.938537
1,0.012482,-0.034377,0.938537
2,-0.000000,-0.000000,0.938537
3,-0.012482,0.034377,0.938537
4,-0.024964,0.068753,0.938537
0,-0.048147,0.046688,0.948193
1,-0.024074,0.023344,0.948193
2,-0.000000,-0.000000,0.948193
3,0.024074,-0.023344,0.948193
4,0.048147,-0.046688,0.948193
0,-0.025453,0.003832,0.992313
1,-0.012726,0.001916,0.992313
2,-0.000000,0.000000,0.992313
3,0.012726,-0.001916,0.992313
4,0.025453,-0.003832,0.992313
0,-0.029113,-0.011600,0.988603
1,-0.014557,-0.005800,0.988603
2,0.000000,-0.000000,0.988603
3,0.014557,0.005800,0.988603
4,0.029113,0.011600,0.988603
0,-0.007788,0.087977,0.911123
1,-0.003894,0.043988,0.911123
2,-0.000000,0.000000,0.911123
3,0.003894,-0.043988,0.911123
4,0.007788,-0.087977,0.911123
0,-0.050825,0.059269,0.930136
1,-0.025413,0.029634,0.930136
2,-0.000000,-0.000000,0.930136
3,0.025413,-0.029634,0.930136
4,0.050825,-0.059269,0.930136
0,-0.048710,-0.049445,0.944563
1,-0.024355,-0.024723,0.944563
2,0.000000,-0.000000,0.944563
3,0.024355,0.024723,0.944563
4,0.048710,0.049445,0.944563
0,-0.000672,-0.034565,0.986133
1,-0.000336,-0.017283,0.986133
2,-0.000000,0.000000,0.986133
3,0.000336,0.017283,0.986133
4,0.000672,0.034565,0.986133
0,0.063765,0.023205,0.946981
1,0.031883,0.011602,0.946981
2,0.000000,-0.000000,0.946981
3,-0.031883,-0.011602,0.946981
4,-0.063765,-0.023205,0.946981
0,-0.032159,-0.043193,0.966455
1,-0.016080,-0.021596,0.966455
2,0.000000,-0.000000,0.966455
3,0.016080,0.021596,0.966455
4,0.032159,0.043193,0.966455
0,0.005894,-0.006468,0.999113
1,0.002947,-0.003234,0.999113
2,0.000000,-0.000000,0.999113
3,-0.002947,0.003234,0.999113
4,-0.005894,0.006468,0.999113
0,-0.081805,0.014247,0.921192
1,-0.040902,0.007124,0.921192
2,-0.000000,0.000000,0.921192
3,0.040902,-0.007124,0.921192
4,0.081805,-0.014247,0.921192
0,0.026386,0.052816,0.959736
1,0.013193,0.026408,0.959736
2,-0.000000,-0.000000,0.959736
3,-0.013193,-0.026408,0.959736
4,-0.026386,-0.052816,0.959736
0,0.089121,0.025633,0.902300
1,0.044561,0.012817,0.902300
2,-0.000000,-0.000000,0.902300
3,-0.044561,-0.012817,0.902300
4,-0.089121,-0.025633,0.902300
0,0.077527,0.005686,0.930735
1,0.038763,0.002843,0.930735
2,0.000000,0.000000,0.930735
3,-0.038763,-0.002843,0.930735
4,-0.077527,-0.005686,0.930735
0,-0.017782,-0.013658,0.994168
1,-0.008891,-0.006829,0.994168
2,-0.000000,-0.000000,0.994168
3,0.008891,0.006829,0.994168
4,0.017782,0.013658,0.994168
0,0.019990,-0.059265,0.954866
1,0.009995,-0.029633,0.954866
2,0.000000,-0.000000,0.954866
3,-0.009995,0.029633,0.954866
4,-0.019990,0.059265,0.954866
0,0.011918,0.045446,0.974427
1,0.005959,0.022723,0.974427
2,-0.000000,-0.000000,0.974427
3,-0.005959,-0.022723,0.974427
4,-0.011918,-0.045446,0.974427
0,0.080465,-0.025169,0.918816
1,0.040232,-0.012584,0.918816
2,0.000000,0.000000,0.918816
3,-0.040232,0.012584,0.918816
4,-0.080465,0.025169,0.918816
0,-0.041603,-0.026260,0.971971
1,-0.020802,-0.013130,0.971971
2,0.000000,0.000000,0.971971
3,0.020802,0.013130,0.971971
4,0.041603,0.026260,0.971971
0,0.023144,0.032132,0.981814
1,0.011572,0.016066,0.981814
2,0.000000,-0.000000,0.981814
3,-0.011572,-0.016066,0.981814
4,-0.023144,-0.032132,0.981814
0,0.000298,0.081743,0.923571
1,0.000149,0.040871,0.923571
2,-0.000000,-0.000000,0.923571
3,-0.000149,-0.040871,0.923571
4,-0.000298,-0.081743,0.923571
0,0.043140,0.005166,0.978117
1,0.021570,0.002583,0.978117
2,-0.000000,-0.000000,0.978117
3,-0.021570,-0.002583,0.978117
4,-0.043140,-0.005166,0.978117
0,0.011674,-0.029985,0.987986
1,0.005837,-0.014993,0.987986
2,0.000000,-0.000000,0.987986
3,-0.005837,0.014993,0.987986
4,-0.011674,0.029985,0.987986
0,-0.045831,-0.000524,0.975657
1,-0.022916,-0.000262,0.975657
2,0.000000,-0.000000,0.975657
3,0.022916,0.000262,0.975657
4,0.045831,0.000524,0.975657
0,0.008613,0.049525,0.970744
1,0.004307,0.024763,0.970744
2,-0.000000,-0.000000,0.970744
3,-0.004307,-0.024763,0.970744
4,-0.008613,-0.049525,0.970744
0,0.048586,0.073212,0.912008
1,0.024293,0.036606,0.912008
2,-0.000000,-0.000000,0.912008
3,-0.024293,-0.036606,0.912008
4,-0.048586,-0.073212,0.912008
0,0.012615,-0.017803,0.994477
1,0.006307,-0.008902,0.994477
2,-0.000000,-0.000000,0.994477
3,-0.006307,0.008902,0.994477
4,-0.012615,0.017803,0.994477
0,0.094492,0.008387,0.897911
1,0.047246,0.004194,0.897911
2,0.000000,-0.000000,0.897911
3,-0.047246,-0.004194,0.897911
4,-0.094492,-0.008387,0.897911
0,0.061299,-0.042806,0.935831
1,0.030649,-0.021403,0.935831
2,0.000000,0.000000,0.935831
3,-0.030649,0.021403,0.935831
4,-0.061299,0.042806,0.935831
0,0.030154,-0.085074,0.907291
1,0.015077,-0.042537,0.907291
2,0.000000,0.000000,0.907291
3,-0.015077,0.042537,0.907291
4,-0.030154,0.085074,0.907291
0,-0.014507,-0.007250,0.996951
1,-0.007254,-0.003625,0.996951
2,0.000000,-0.000000,0.996951
3,0.007254,0.003625,0.996951
4,0.014507,0.007250,0.996951
0,0.019214,0.039981,0.977195
1,0.009607,0.019990,0.977195
2,0.000000,-0.000000,0.977195
3,-0.009607,-0.019990,0.977195
4,-0.019214,-0.039981,0.977195
0,0.030724,-0.013090,0.987059
1,0.015362,-0.006545,0.987059
2,-0.000000,-0.000000,0.987059
3,-0.015362,0.006545,0.987059
4,-0.030724,0.013090,0.987059
0,-0.056947,-0.068490,0.909648
1,-0.028473,-0.034245,0.909648
2,0.000000,0.000000,0.909648
3,0.028473,0.034245,0.909648
4,0.056947,0.068490,0.909648
0,-0.005762,-0.078714,0.928642
1,-0.002881,-0.039357,0.928642
2,0.000000,-0.000000,0.928642
3,0.002881,0.039357,0.928642
4,0.005762,0.078714,0.928642
0,0.023245,0.072544,0.933431
1,0.011623,0.036272,0.933431
2,0.000000,0.000000,0.933431
3,-0.011623,-0.036272,0.933431
4,-0.023245,-0.072544,0.933431
0,-0.055331,0.062557,0.920300
1,-0.027665,0.031279,0.920300
2,0.000000,-0.000000,0.920300
3,0.027665,-0.031279,0.920300
4,0.055331,-0.062557,0.920300
0,-0.023989,0.002677,0.993240
1,-0.011994,0.001339,0.993240
2,0.000000,-0.000000,0.993240
3,0.011994,-0.001339,0.993240
4,0.023989,-0.002677,0.993240
0,-0.065892,-0.036807,0.934630
1,-0.032946,-0.018403,0.934630
2,0.000000,-0.000000,0.934630
3,0.032946,0.018403,0.934630
4,0.065892,0.036807,0.934630
0,0.027182,-0.026383,0.983355
1,0.013591,-0.013192,0.983355
2,0.000000,0.000000,0.983355
3,-0.013591,0.013192,0.983355
4,-0.027182,0.026383,0.983355
0,-0.037003,0.081676,0.908470
1,-0.018502,0.040838,0.908470
2,0.000000,0.000000,0.908470
3,0.018502,-0.040838,0.908470
4,0.037003,-0.081676,0.908470
0,0.025658,-0.063029,0.946680
1,0.012829,-0.031515,0.946680
2,0.000000,-0.000000,0.946680
3,-0.012829,0.031515,0.946680
4,-0.025658,0.063029,0.946680
0,0.010491,0.053070,0.966149
1,0.005246,0.026535,0.966149
2,0.000000,-0.000000,0.966149
3,-0.005246,-0.026535,0.966149
4,-0.010491,-0.053070,0.966149
0,-0.055418,0.057136,0.927447
1,-0.027709,0.028568,0.927447
2,-0.000000,-0.000000,0.927447
3,0.027709,-0.028568,0.927447
4,0.055418,-0.057136,0.927447
0,-0.078930,-0.037204,0.913188
1,-0.039465,-0.018602,0.913188
2,0.000000,0.000000,0.913188
3,0.039465,0.018602,0.913188
4,0.078930,0.037204,0.913188
0,-0.049194,0.008957,0.971051
1,-0.024597,0.004478,0.971051
2,0.000000,0.000000,0.971051
3,0.024597,-0.004478,0.971051
4,0.049194,-0.008957,0.971051
0,-0.046711,-0.053622,0.941849
1,-0.023355,-0.026811,0.941849
2,-0.000000,-0.000000,0.941849
3,0.023355,0.026811,0.941849
4,0.046711,0.053622,0.941849
0,0.047913,-0.061430,0.930437
1,0.023957,-0.030715,0.930437
2,0.000000,0.000000,0.930437
3,-0.023957,0.030715,0.930437
4,-0.047913,0.061430,0.930437
0,0.011828,0.019735,0.993859
1,0.005914,0.009867,0.993859
2,-0.000000,-0.000000,0.993859
3,-0.005914,-0.009867,0.993859
4,-0.011828,-0.019735,0.993859
0,0.045321,-0.013417,0.974120
1,0.022660,-0.006709,0.974120
2,-0.000000,-0.000000,0.974120
3,-0.022660,0.006709,0.974120
4,-0.045321,0.013417,0.974120
0,0.054408,0.011225,0.964314
1,0.027204,0.005612,0.964314
2,0.000000,0.000000,0.964314
3,-0.027204,-0.005612,0.964314
4,-0.054408,-0.011225,0.964314
0,-0.009693,0.032782,0.986441
1,-0.004846,0.016391,0.986441
2,0.000000,-0.000000,0.986441
3,0.004846,-0.016391,0.986441
4,0.009693,-0.032782,0.986441
0,-0.016934,-0.021346,0.991385
1,-0.008467,-0.010673,0.991385
2,0.000000,-0.000000,0.991385
3,0.008467,0.010673,0.991385
4,0.016934,0.021346,0.991385
0,0.036793,0.033065,0.971664
1,0.018397,0.016532,0.971664
2,-0.000000,0.000000,0.971664
3,-0.018397,-0.016532,0.971664
4,-0.036793,-0.033065,0.971664
0,0.033258,-0.022105,0.981505
1,0.016629,-0.011053,0.981505
2,0.000000,0.000000,0.981505
3,-0.016629,0.011053,0.981505
4,-0.033258,0.022105,0.981505
0,-0.027703,0.065088,0.942450
1,-0.013852,0.032544,0.942450
2,-0.000000,-0.000000,0.942450
3,0.013852,-0.032544,0.942450
4,0.027703,-0.065088,0.942450
0,0.082584,-0.014424,0.919706
1,0.041292,-0.007212,0.919706
2,0.000000,0.000000,0.919706
3,-0.041292,0.007212,0.919706
4,-0.082584,0.014424,0.919706
0,0.030085,0.066472,0.938836
1,0.015042,0.033236,0.938836
2,0.000000,-0.000000,0.938836
3,-0.015042,-0.033236,0.938836
4,-0.030085,-0.066472,0.938836
0,0.086025,0.021912,0.910238
1,0.043013,0.010956,0.910238
2,0.000000,0.000000,0.910238
3,-0.043013,-0.010956,0.910238
4,-0.086025,-0.021912,0.910238
0,-0.079185,0.034410,0.914964
1,-0.039593,0.017205,0.914964
2,0.000000,0.000000,0.914964
3,0.039593,-0.017205,0.914964
4,0.079185,-0.034410,0.914964
0,0.063544,0.002706,0.953346
1,0.031772,0.001353,0.953346
2,-0.000000,-0.000000,0.953346
3,-0.031772,-0.001353,0.953346
4,-0.063544,-0.002706,0.953346
0,-0.057087,0.040478,0.943658
1,-0.028543,0.020239,0.943658
2,0.000000,-0.000000,0.943658
3,0.028543,-0.020239,0.943658
4,0.057087,-0.040478,0.943658
0,-0.010259,0.080603,0.924465
1,-0.005129,0.040301,0.924465
2,-0.000000,0.000000,0.924465
3,0.005129,-0.040301,0.924465
4,0.010259,-0.080603,0.924465
0,0.005429,-0.061665,0.955777
1,0.002714,-0.030832,0.955777
2,0.000000,-0.000000,0.955777
3,-0.002714,0.030832,0.955777
4,-0.005429,0.061665,0.955777
0,0.041406,0.020322,0.975350
1,0.020703,0.010161,0.975350
2,0.000000,0.000000,0.975350
3,-0.020703,-0.010161,0.975350
4,-0.041406,-0.020322,0.975350
0,0.091830,-0.022654,0.898494
1,0.045915,-0.011327,0.898494
2,0.000000,-0.000000,0.898494
3,-0.045915,0.011327,0.898494
4,-0.091830,0.022654,0.898494
0,0.014969,-0.032420,0.985207
1,0.007485,-0.016210,0.985207
2,0.000000,-0.000000,0.985207
3,-0.007485,0.016210,0.985207
4,-0.014969,0.032420,0.985207
0,0.069458,-0.039554,0.926850
1,0.034729,-0.019777,0.926850
2,-0.000000,0.000000,0.926850
3,-0.034729,0.019777,0.926850
4,-0.069458,0.039554,0.926850
0,-0.035047,-0.021748,0.980273
1,-0.017524,-0.010874,0.980273
2,0.000000,-0.000000,0.980273
3,0.017524,0.010874,0.980273
4,0.035047,0.021748,0.980273
0,-0.024130,0.089092,0.903179
1,-0.012065,0.044546,0.903179
2,0.000000,-0.000000,0.903179
3,0.012065,-0.044546,0.903179
4,0.024130,-0.089092,0.903179
0,-0.051794,0.064284,0.922083
1,-0.025897,0.032142,0.922083
2,0.000000,0.000000,0.922083
3,0.025897,-0.032142,0.922083
4,0.051794,-0.064284,0.922083
0,0.001228,-0.000395,0.999981
1,0.000614,-0.000197,0.999981
2,0.000000,0.000000,0.999981
3,-0.000614,0.000197,0.999981
4,-0.001228,0.000395,0.999981
0,-0.051577,-0.040037,0.950861
1,-0.025789,-0.020018,0.950861
2,-0.000000,0.000000,0.950861
3,0.025789,0.020019,0.950861
4,0.051577,0.040037,0.950861
0,-0.035356,-0.041650,0.965480
1,-0.017678,-0.020825,0.965480
2,-0.000000,0.000000,0.965480
3,0.017678,0.020825,0.965480
4,0.035356,0.041650,0.965480
0,0.033823,-0.027845,0.977752
1,0.016911,-0.013923,0.977752
2,0.000000,0.000000,0.977752
3,-0.016911,0.013923,0.977752
4,-0.033823,0.027845,0.977752
0,-0.032652,0.000961,0.987619
1,-0.016326,0.000480,0.987619
2,-0.000000,-0.000000,0.987619
3,0.016326,-0.000480,0.987619
4,0.032652,-0.000961,0.987619
0,0.032017,0.055000,0.953290
1,0.016008,0.027500,0.953290
2,-0.000000,-0.000000,0.953290
3,-0.016008,-0.027500,0.953290
4,-0.032017,-0.055000,0.953290
0,0.016158,0.039392,0.978983
1,0.008079,0.019696,0.978983
2,0.000000,-0.000000,0.978983
3,-0.008079,-0.019696,0.978983
4,-0.016158,-0.039392,0.978983
0,-0.049239,0.015514,0.969153
1,-0.024619,0.007757,0.969153
2,0.000000,0.000000,0.969153
3,0.024619,-0.007757,0.969153
4,0.049239,-0.015514,0.969153
0,0.080724,-0.028920,0.916092
1,0.040362,-0.014460,0.916092
2,-0.000000,-0.000000,0.916092
3,-0.040362,0.014460,0.916092
4,-0.080724,0.028920,0.916092
0,0.054068,0.052200,0.935174
1,0.027034,0.026100,0.935174
2,-0.000000,0.000000,0.935174
3,-0.027034,-0.026100,0.935174
4,-0.054068,-0.052200,0.935174
0,-0.013064,0.093132,0.899610
1,-0.006532,0.046566,0.899610
2,-0.000000,0.000000,0.899610
3,0.006532,-0.046566,0.899610
4,0.013064,-0.093132,0.899610
0,0.048675,-0.055370,0.937578
1,0.024338,-0.027685,0.937578
2,0.000000,-0.000000,0.937578
3,-0.024338,0.027685,0.937578
4,-0.048675,0.055370,0.937578
0,-0.061540,-0.045543,0.932775
1,-0.030770,-0.022771,0.932775
2,-0.000000,-0.000000,0.932775
3,0.030770,0.022771,0.932775
4,0.061540,0.045543,0.932775
0,-0.091738,-0.001518,0.904299
1,-0.045869,-0.000759,0.904299
2,0.000000,0.000000,0.904299
3,0.045869,0.000759,0.904299
4,0.091738,0.001518,0.904299
0,0.019174,0.068127,0.942394
1,0.009587,0.034064,0.942394
2,-0.000000,-0.000000,0.942394
3,-0.009587,-0.034064,0.942394
4,-0.019174,-0.068127,0.942394
0,0.019197,-0.010610,0.994419
1,0.009598,-0.005305,0.994419
2,-0.000000,0.000000,0.994419
3,-0.009598,0.005305,0.994419
4,-0.019197,0.010610,0.994419
0,0.029994,0.020827,0.984532
1,0.014997,0.010413,0.984532
2,-0.000000,0.000000,0.984532
3,-0.014997,-0.010413,0.984532
4,-0.029994,-0.020827,0.984532
0,0.056602,-0.021758,0.957546
1,0.028301,-0.010879,0.957546
2,0.000000,0.000000,0.957546
3,-0.028301,0.010879,0.957546
4,-0.056602,0.021758,0.957546
0,-0.000065,0.044414,0.977137
1,-0.000032,0.022207,0.977137
2,-0.000000,-0.000000,0.977137
3,0.000032,-0.022207,0.977137
4,0.000065,-0.044414,0.977137
0,-0.076647,0.045432,0.909593
1,-0.038323,0.022716,0.909593
2,0.000000,-0.000000,0.909593
3,0.038323,-0.022716,0.909593
4,0.076647,-0.045432,0.909593
0,0.048351,-0.007810,0.972220
1,0.024175,-0.003905,0.972220
2,0.000000,-0.000000,0.972220
3,-0.024175,0.003905,0.972220
4,-0.048351,0.007810,0.972220
