x,y,z,dx,dy,dz,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25
0.00452088255656,0.0352043262556,4.03,-0.0119839012438,-0.0707357099208,0.997423102526,0.589490209983,0.309321168552,0.4176534129,0.467628517899,0.492035321019,0.495679405487,0.476039253219,0.242500604192,0.00961094919239,1.25352541784e-05,4.00155854029e-08,2.18541136311e-10,6.79318954169e-14,4.48113660228e-17,4.70018215693e-20,6.96262608088e-23,1.31297933559e-25,3.83911737125e-29,5.2774814621e-32,2.09951915333e-34,1.51008663484e-36,1.32572693214e-38,7.53481414015e-41,7.78002821925e-43,4.83139342811e-45
-0.066658266386,-0.0141777776242,4.03,0.141917083976,0.0319010634851,0.989364373436,0.187688000317,0.022631903335,0.0529925034624,0.0636465966391,0.0268045480139,2.16694899384e-05,5.89615554312e-12,3.55092970111e-23,8.27249957894e-32,2.30403010269e-41,5.90321608558e-52,3.14678520593e-62,3.94748834924e-70,4.11028132168e-77,1.78998693354e-83,2.80574227601e-90,5.6024458003e-97,2.26195187468e-103,7.5224054776e-109,7.25710543625e-114,1.54273879915e-118,6.19234421924e-123,4.22857013563e-127,4.55092493096e-131,7.27231499228e-135
-0.0159939493327,-0.0124841166332,4.03,0.0357180387866,0.0247528550651,0.999055312719,0.630371954094,0.359895385361,0.469379779081,0.520478185911,0.547479027387,0.555807941639,0.544663053165,0.460845168053,0.0275491244045,0.00070119098755,2.08057635267e-05,6.48909290078e-07,3.18533339576e-09,3.93141785194e-12,4.25074032574e-15,3.16936244978e-18,1.30953833354e-20,1.32751729203e-22,9.80753066129e-25,1.26186001075e-26,2.71548238222e-28,3.25900742134e-30,2.24979232242e-32,1.49570819802e-34,1.93736178018e-36
0.0502188738749,-0.0368342038417,4.03,-0.106465434898,0.070019889045,0.991847935074,0.113534555257,0.00658043303258,0.0162841138458,0.00052621435456,1.24440293034e-08,6.13777585323e-15,5.0133104226e-23,3.14207878783e-33,3.93669686114e-45,9.51768923387e-58,2.48465558745e-70,2.7815524534e-81,7.26853746851e-92,1.52599704292e-101,5.92110288188e-110,1.50940504436e-117,2.36877599306e-124,8.07302503172e-131,4.70879558986e-137,4.84637992417e-143,9.85728287657e-149,5.11803005645e-154,5.08149978552e-159,8.57170512249e-164,2.27223611499e-168
-0.0334710886341,-0.039273343029,4.03,0.0725223161646,0.0751941869846,0.994528203673,0.455088177735,0.171260870563,0.261790567262,0.295418216971,0.174930809514,0.0160588442928,0.000285392524886,1.13254431477e-05,7.50303733189e-09,6.31069744771e-13,1.11641479251e-17,4.86351832659e-22,1.61199811599e-25,1.00750699061e-28,1.49794674495e-31,5.43179419328e-34,3.44501853346e-36,3.31794596649e-38,4.44829266884e-40,7.79003491075e-42,9.62540887218e-44,2.40031938001e-46,1.59446060392e-49,2.13653206783e-52,1.65308486146e-55
0.0554205320941,-0.0593578168867,4.03,-0.110920268877,0.117754723729,0.986828515494,0.403876599973,0.131683711904,0.216259415479,0.255091635507,0.265590471382,0.239175288567,0.0111935537871,5.90409318273e-06,3.31081457922e-10,6.66514839021e-15,3.6713436686e-19,3.53147371111e-24,5.12504608938e-29,5.89090229653e-35,5.87580355794e-43,4.64281889226e-49,5.95513472079e-54,3.2561258071e-58,4.78821330398e-62,1.48276929801e-65,8.29442895044e-69,7.54326955569e-72,1.03275667433e-74,2.00801614031e-77,5.29514862268e-80
-0.00940733425112,0.0268138491131,4.03,0.0201961863204,-0.0543807952104,0.998316003663,0.736552623079,0.511525407605,0.615892133351,0.668076474455,0.70230576052,0.7249593964,0.738947329909,0.746244345815,0.748041970424,0.745126815943,0.737940888435,0.726429203563,0.708593660259,0.422546971304,0.140589745579,0.0752633176048,0.0371096900362,0.00236360705935,0.000518289255902,0.000156792228323,5.49897058033e-05,4.04396220033e-06,6.96739997131e-08,1.56899188607e-09,1.049168021e-10
-0.00865276967514,0.0601918488436,4.03,0.0247063193344,-0.120037498608,0.992461886781,0.0921686446417,0.00408325260076,0.0114766940094,0.00223098716597,1.79846215423e-08,4.19664812784e-16,7.93519990536e-28,1.76012903308e-43,4.87503101716e-57,5.71923772527e-71,6.20225002469e-84,3.87362131589e-96,1.49466815824e-106,7.01776374015e-116,5.42703495225e-124,2.46432900731e-131,4.23706620862e-138,2.11222132121e-144,2.49880334111e-150,2.07880480994e-156,5.67209196126e-162,3.13387231225e-167,3.02720004155e-172,4.69780272958e-177,1.10093655295e-181
-0.0169939981462,-0.0160617784484,4.03,0.0354615288439,0.0333203613005,0.998815415127,0.772702305192,0.568252850583,0.664524856671,0.711647268638,0.742215246394,0.762297239721,0.77463879616,0.781074480584,0.782719971947,0.780346632731,0.774497972228,0.765560174103,0.753762975611,0.739138262634,0.721344994042,0.698859949682,0.660055517331,0.0839414931869,0.00572348725403,0.00044001487063,7.48287841602e-05,2.7546119551e-06,1.09706873733e-07,2.46466835939e-09,6.69045914533e-11
0.00725376293216,0.0415368078673,4.03,-0.0146311891209,-0.0831805612596,0.996427078382,0.535167464328,0.248474230347,0.352399733301,0.399318986104,0.418195192416,0.408792309625,0.146153588588,0.0127725168831,1.5714337828e-05,1.42069263036e-08,8.4232623483e-12,7.090803219e-15,1.04285344494e-18,4.17896923932e-22,6.52733313241e-25,1.22975912253e-27,1.19239603226e-30,1.35507769448e-34,1.19300772308e-38,8.10903474741e-42,7.34116582871e-45,1.2215225681e-47,4.12886030619e-50,2.19188077309e-52,1.64639268175e-54
